ACCOUNT_NUMBER,TRADE_ID,CUST_ID,LOAN_TYPE,TRANS_ID,TRANS_DATE,PRICE,QUANTITY,AMOUNT,TRADE_EXECUTION_STATUS,INST_TYPE,EXCHANGE,INDEX_NAME,TRADE_TS,TRADE_TYPE,BUY_SELL_SIDE,TRADER__ID,BROKER_ID,COMMENTS,TRADE_BOOKING_STATE,INTERNAL_TRADE_ID,BOOK_ID,COUNTERPARTY_LE,NOTIONAL_VALUE,INTEREST_RATE,FIXED_RATE,FLOAT_RATE,OPTION_EXPIRY_DATE,OPTION_TYPE,STRIKE_PRICE,BUY_SELL,SETTLEMENT_FREQUENCY,SETTLEMENT_STATUS,SETTLEMENT_CURRENCY,SETTLEMENT_METHOD,MISC_BLOB_1,MISC_BLOB_2,VERSION
1e2cfca2ea330a8,35a4ebaa,200ff7d12657958,FEDERAL,3743648,2018-08-05,196.3899,715796,140575104.86,CANCELLED,BROKER,NSX,DOW JONES IND,2018-09-24 06:39:32.488,SELL LIMIT,GOVT,380,315,CUST_ID: '200ff7d12657958' PRICE: '196.389900' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'NSX',INITIATED,343797353,8857105,Santander,9100362.42,2.79,2.79,12.99,2019-09-08,ETC,211.0724,BUY,WEEKLY,HOLD,EUR,PHYSICAL,1efcf3e786a3998,1bd64e456cb2358,1
18de661b7c42282,35a4ebaa,18955e6a2e19dc2,CORP,8191931,2018-07-30,6.0329,19687,118769.70,IN PROCESS,STATE,BSE,FTSE WORLD,2018-09-24 06:39:32.488,MARKET,BUY SIDE,211,548,CUST_ID: '18955e6a2e19dc2' PRICE: '6.032900' LOAN_TYPE: 'CORP' EXCHANGE: 'BSE',CLEARED,604057144,3146917,Credit Suisse,8331592.17,6.85,6.85,5.20,2021-04-25,ETC,5.3857,SUSPEND,ANNUAL,REJECTED,CHF,ELECTRONIC,1f561561bd187b0,285651ebe5c5fa0,1
227ce38afa19d30,35a4ebaa,2075d1b2205a078,STATE,3906073,2018-07-13,33.5305,989583,33181212.78,BOOKED,CUSTODIAN,AMEX,STOXX EUROPE,2018-09-24 06:39:32.488,SELL LIMIT,SELL SIDE,200,222,CUST_ID: '2075d1b2205a078' PRICE: '33.530500' LOAN_TYPE: 'STATE' EXCHANGE: 'AMEX',INITIATED,204391418,9257472,RBC,5871498.60,12.72,12.72,11.53,2021-04-11,PUT,31.4201,SELL,QUARTERLY,CANCELLED,CNY,DIRECT,1b6d1beaa03ec18,236cdeb7104a110,1
1c6420a980fc1b4,35a4ebab,27df5d7ac69c170,CD,1989645,2018-07-07,60.7285,711239,43192477.61,REJECTED,CUSTODIAN,NYSE,STOXX EUROPE,2018-09-29 09:51:36.082,SELL LIMIT,BUY SIDE,379,57,CUST_ID: '27df5d7ac69c170' PRICE: '60.728500' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',SUBMITTED,809272699,3649361,Bank of China,4601.04,7.46,7.46,3.97,2019-07-22,ETC,59.9908,SELL,WEEKLY,CANCELLED,GBP,PHYSICAL,25ba7771a0dbaa0,2478cf37c19a188,1
2b8b87679eb4ec0,35a4ebab,1e891ae1f2e56d0,TIPS,6939790,2018-07-16,160.7685,450585,72439874.57,IN PROCESS,STATE,CBOE,RUSSEL MIDCAP,2018-09-29 09:51:36.082,BUY LIMIT,THIRD PARTY,800,824,CUST_ID: '1e891ae1f2e56d0' PRICE: '160.768500' LOAN_TYPE: 'TIPS' EXCHANGE: 'CBOE',SUBMITTED,788817831,2137213,UBS,9903478.09,12.80,12.80,11.91,2020-05-08,OTC,159.2017,SELL,QUARTERLY,HOLD,EUR,PHYSICAL,1ea8bf9275303d8,17a390aca86222a,1
2354515c9d2fdc0,35a4ebab,1b4e4f996a6ea3c,TIPS,702014,2018-09-22,144.4120,135674,19592953.69,EXECUTED,CUSTODIAN,NSX,RUSSEL MIDCAP,2018-09-29 09:51:36.082,SELL LIMIT,INST,886,181,CUST_ID: '1b4e4f996a6ea3c' PRICE: '144.412000' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',SUBMITTED,666803938,2888532,HSBC,6221642.25,3.96,3.96,10.18,2019-02-03,OTC,158.6856,HOLD,DAILY,REJECTED,CAD,ELECTRONIC,2b703d2d44483a0,28726e1298c3420,1
2521013c6a0ffc0,35a4ebac,21ae964b5e1dcc0,CD,2720358,2018-07-14,10.6631,671608,7161423.26,REJECTED,CUSTODIAN,NASDAQ,DOW JONES TRANSPORT,2018-09-28 03:25:14.794,BUY LIMIT,GOVT,167,809,CUST_ID: '21ae964b5e1dcc0' PRICE: '10.663100' LOAN_TYPE: 'CD' EXCHANGE: 'NASDAQ',SUBMITTED,404372494,813332,Santander,1088350.12,11.50,11.50,9.00,2020-09-11,OTC,11.7238,BUY,QUARTERLY,REJECTED,SEK,ELECTRONIC,18f6b43adc86882,19174bc99bb0296,1
1e2cfca2ea330a8,35a4ebac,200ff7d12657958,STATE,759570,2018-08-15,154.9793,183282,28404916.06,REJECTED,BANK,PHLX,RUSSEL MIDCAP,2018-09-28 03:25:14.794,STOP,SELL SIDE,706,714,CUST_ID: '200ff7d12657958' PRICE: '154.979300' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',REVIEW,841382159,688093,TD,5030733.31,5.16,5.16,11.91,2021-03-13,ETC,161.3310,HOLD,DAILY,CANCELLED,SEK,DIRECT,25a3ee42aea04a8,1ed371fdcf23fd0,1
1751ca567c74315,35a4ebac,1aec877ba884f88,CORP,614877,2018-07-28,128.8244,858594,110607856.89,BOOKED,STATE,NSX,SP500,2018-09-28 03:25:14.794,SELL LIMIT,GOVT,766,998,CUST_ID: '1aec877ba884f88' PRICE: '128.824400' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',REVIEW,598036957,7935150,Santander,5743804.33,10.91,10.91,4.61,2019-05-10,OTC,131.1414,SELL,ANNUAL,DONE,JPY,DIRECT,296311aa3dc9bb0,1682d9999e03829,1
1e0dc87ac3f0c04,35a4ebad,255e8e3c3f1a228,CD,4148061,2018-07-13,109.0129,585001,63772655.51,BOOKED,FEDERAL,NYSE,RUSSEL MIDCAP,2018-09-27 09:32:02.394,SELL STOP,INST,746,464,CUST_ID: '255e8e3c3f1a228' PRICE: '109.012900' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',INITIATED,165354093,9582974,ICBC,5945673.76,9.53,9.53,8.90,2020-05-30,ETC,114.8264,BUY,DAILY,HOLD,CNY,ELECTRONIC,20813b2892fdd60,2681418506f3ee0,1
21bb0ecfee33fd0,35a4ebae,1eccc713d6c3c48,FEDERAL,8571785,2018-06-26,20.9234,624857,13074132.95,DEFERRED,CUSTODIAN,ISE,NASDAQ COMP,2018-09-29 05:57:37.839,BUY STOP,SELL SIDE,654,964,CUST_ID: '1eccc713d6c3c48' PRICE: '20.923400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'ISE',INITIATED,747714059,5523964,Goldman Sachs,544511.36,4.79,4.79,12.58,2021-06-02,PUT,20.8334,HOLD,DAILY,CANCELLED,USD,DIRECT,21f52e75c3ae2c8,1f3a3f43c631e68,1
1c855f9d312e6bc,35a4ebaf,2c3151d783640c0,FEDERAL,8571785,2018-06-26,48.1232,206617,9943071.21,REJECTED,BROKER,PHLX,DOW JONES IND,2018-09-28 05:02:46.255,STOP,THIRD PARTY,851,633,CUST_ID: '2c3151d783640c0' PRICE: '48.123200' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'PHLX',SUBMITTED,389190903,7105113,Santander,7329415.06,5.73,5.73,5.30,2020-09-10,ETC,49.3983,HOLD,ANNUAL,DONE,JPY,DIRECT,21889e4ce4d21f0,2900861bb0f72f0,1
29377da49768760,35a4ebb0,28a6330b10f43f0,FEDERAL,8571785,2018-06-26,155.8895,980759,152890030.13,CANCELLED,CUSTODIAN,BSE,SP500,2018-09-25 02:41:46.250,MARKET,INST,203,896,CUST_ID: '28a6330b10f43f0' PRICE: '155.889500' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'BSE',CLEARED,838221902,5136645,UBS,1917209.69,2.30,2.30,12.68,2019-03-11,OTC,173.1779,HOLD,SEMI ANNUAL,DONE,JPY,ELECTRONIC,1d7a87ee3c146f8,1688c56a52b0dd3,1
268361ae9861030,35a4ebb1,2b810a4c36a25e0,FEDERAL,8571785,2018-06-26,69.4330,38292,2658728.44,DEFERRED,STATE,AMEX,NASDAQ COMP,2018-09-24 12:31:51.549,MARKET,GOVT,168,949,CUST_ID: '2b810a4c36a25e0' PRICE: '69.433000' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'AMEX',INITIATED,849038271,5545897,BNP Paribas,8895187.89,11.79,11.79,7.75,2021-03-06,CALL,77.0033,SELL,WEEKLY,DONE,SEK,ELECTRONIC,20c3f9f5d6bcae8,1765bd0976e89be,1
1bac5922a37c768,35a4ebb2,2c2c36bcc151dd0,LOAN_DAILY_BAL,7893259,2018-07-03,96.4948,1850525,178565962.73,DEFERRED,CLEARING HOUSE,BSE,RUSSEL MIDCAP,2018-09-25 04:26:03.462,BUY LIMIT,INST,767,151,CUST_ID: '2c2c36bcc151dd0' PRICE: '96.494758' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'BSE',REVIEW,197690449,3775148,BNP Paribas,3113708.28,7.60,7.60,12.32,2019-07-22,ETC,56.7250,SUSPEND,ANNUAL,CANCELLED,AUD,ELECTRONIC,20910f5eff2e720,19059359211d0e6,1
23926a0628ebcd8,35a4ebb7,1d2e9f40a29bf98,CD,4974651,2018-07-26,177.3883,335026,59429692.60,REJECTED,CLEARING HOUSE,PHLX,RUSSEL MIDCAP,2018-09-27 04:15:44.551,SELL LIMIT,INST,785,734,CUST_ID: '1d2e9f40a29bf98' PRICE: '177.388300' LOAN_TYPE: 'CD' EXCHANGE: 'PHLX',REVIEW,549730459,2961749,JP Morgan,6370572.35,12.92,12.92,11.11,2020-04-23,ETC,187.2603,BUY,DAILY,DONE,CNY,THIRD PARTY,211e01330da10c8,245e7286c8176b8,1
29aadc95e90fbc0,35a4ebb7,2453d214426e468,CORP,6939790,2018-07-28,116.5842,254522,29673243.75,IN PROCESS,CLEARING HOUSE,NSX,STOXX EUROPE,2018-09-27 04:15:44.551,BUY STOP,GOVT,596,867,CUST_ID: '2453d214426e468' PRICE: '116.584200' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',CLEARED,714314062,3376058,Bank of China,7956718.38,6.72,6.72,3.04,2020-01-04,OTC,127.9172,HOLD,SEMI ANNUAL,CANCELLED,SEK,DIRECT,27213815d913280,180247e0e775eb3,1
2aa26f189cc50c0,35a4ebb8,29f14c503b71d50,TIPS,6599521,2018-07-27,200.4712,965999,193654978.73,BOOKED,FEDERAL,NASDAQ,RUSSEL MIDCAP,2018-09-29 04:20:41.429,BUY STOP,SELL SIDE,448,293,CUST_ID: '29f14c503b71d50' PRICE: '200.471200' LOAN_TYPE: 'TIPS' EXCHANGE: 'NASDAQ',INITIATED,102540929,4288375,HSBC,1765785.11,9.21,9.21,7.34,2021-02-04,CALL,186.7235,SUSPEND,DAILY,CANCELLED,CHF,PHYSICAL,1c82e700d390030,21f7db1ee5b5b10,1
2b462022525d0b0,35a4ebb9,2578ba20d829ea8,TIPS,6599521,2018-07-27,36.3675,836065,30405593.89,IN PROCESS,STATE,CBOE,VIX,2018-09-24 12:29:43.084,BUY STOP,THIRD PARTY,105,825,CUST_ID: '2578ba20d829ea8' PRICE: '36.367500' LOAN_TYPE: 'TIPS' EXCHANGE: 'CBOE',CLEARED,527046879,1948825,TD,5703118.16,2.26,2.26,10.89,2019-01-04,ETC,34.5290,SUSPEND,QUARTERLY,CANCELLED,SEK,THIRD PARTY,2bbc91c9efc1670,1f7f3d853e8f250,1
23cb5c18fe132d8,35a4ebba,1d962e6ef2c30d4,TIPS,6599521,2018-07-27,163.7528,530712,86905575.99,CANCELLED,BANK,NYSE,DOW GLOBAL,2018-09-29 02:21:59.363,BUY STOP,BUY SIDE,62,830,CUST_ID: '1d962e6ef2c30d4' PRICE: '163.752800' LOAN_TYPE: 'TIPS' EXCHANGE: 'NYSE',SUBMITTED,538741599,8105243,Agricultural Bank of China,8987036.46,10.89,10.89,5.29,2019-08-01,OTC,175.2553,SUSPEND,ANNUAL,CANCELLED,EUR,DIRECT,1aab016e687c1f0,1cb37041d3212ac,1
2947e5613ca3d60,35a4ebbb,21dbeb810753860,TIPS,6599521,2018-07-27,94.1454,886715,83480138.36,IN PROCESS,CLEARING HOUSE,PHLX,DOW JONES TRANSPORT,2018-09-26 04:22:42.699,SELL LIMIT,THIRD PARTY,76,370,CUST_ID: '21dbeb810753860' PRICE: '94.145400' LOAN_TYPE: 'TIPS' EXCHANGE: 'PHLX',CLEARED,198762889,8947023,UBS,7631740.90,7.25,7.25,7.52,2018-10-26,CALL,102.0217,SUSPEND,QUARTERLY,CANCELLED,CAD,THIRD PARTY,1950783339eea14,20a5932e72d7050,1
24fac0684c2c5e0,35a4ebbc,1cd73157b11d394,LOAN_DAILY_BAL,2296397,2018-09-17,122.5182,3219491,394446286.97,IN PROCESS,CUSTODIAN,CHX,FTSE WORLD,2018-09-23 08:14:48.950,SELL LIMIT,INST,905,204,CUST_ID: '1cd73157b11d394' PRICE: '122.518214' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CHX',SUBMITTED,310977724,1199973,MUFG,9801904.84,3.50,3.50,10.19,2020-11-03,CALL,68.4746,SUSPEND,MONTHLY,REJECTED,EUR,ELECTRONIC,1a1d4a079a1cf84,22a4b6c40fae898,1
1983dd1e0a5e9ac,35a4ebbd,27c99a393ba86d0,FEDERAL,8490614,2018-08-16,19.5454,675582,13204520.42,DEFERRED,STATE,NSX,STOXX EUROPE,2018-09-29 07:52:22.162,BUY LIMIT,SELL SIDE,170,856,CUST_ID: '27c99a393ba86d0' PRICE: '19.545400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'NSX',SUBMITTED,610497839,9582359,BNP Paribas,5378132.07,3.04,3.04,6.55,2018-10-27,CALL,20.1710,SELL,ANNUAL,HOLD,EUR,ELECTRONIC,22f6e60984b6488,26956c56d9d6260,1
163e4980333a6f9,35a4ebbe,270f81dc4589d50,CD,6612880,2018-09-14,79.0318,396684,31350650.55,EXECUTED,STATE,CME,SP500,2018-09-24 03:13:57.010,SELL STOP,BUY SIDE,145,742,CUST_ID: '270f81dc4589d50' PRICE: '79.031800' LOAN_TYPE: 'CD' EXCHANGE: 'CME',CLEARED,418713853,6863926,ICBC,2781799.97,3.64,3.64,3.11,2020-03-17,PUT,85.3206,HOLD,WEEKLY,HOLD,EUR,THIRD PARTY,1ffecdc0af09dc8,1f7df8e62dc96c0,1
227ce38afa19d30,35a4ebbe,2075d1b2205a078,STATE,3016866,2018-09-04,160.3338,23668,3794780.38,DEFERRED,BROKER,PHLX,DOW JONES TRANSPORT,2018-09-24 03:13:57.010,SELL STOP,THIRD PARTY,66,599,CUST_ID: '2075d1b2205a078' PRICE: '160.333800' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',SUBMITTED,844104366,8098180,Bank of China,1100333.68,12.90,12.90,12.38,2021-03-17,PUT,161.0295,SUSPEND,DAILY,REJECTED,JPY,PHYSICAL,1bbc4c77001a374,1914868cebe635c,1
2227511f5cebba0,35a4ebbe,21b54042366d2c0,FEDERAL,2836832,2018-08-26,67.3515,135800,9146333.70,CANCELLED,STATE,CBOE,VIX,2018-09-24 03:13:57.010,SELL LIMIT,INST,924,742,CUST_ID: '21b54042366d2c0' PRICE: '67.351500' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CBOE',SUBMITTED,651079904,8042900,MUFG,1164177.26,3.24,3.24,3.72,2019-11-01,PUT,67.6280,HOLD,DAILY,REJECTED,CHF,ELECTRONIC,17c22c321c252da,1cfefc4a6601168,1
29e921945af1700,35a4ebbf,23d64b32434a670,TIPS,2415004,2018-08-26,138.3231,742947,102766732.18,BOOKED,CUSTODIAN,CHX,DOW JONES IND,2018-09-28 06:48:35.154,MARKET,BUY SIDE,368,663,CUST_ID: '23d64b32434a670' PRICE: '138.323100' LOAN_TYPE: 'TIPS' EXCHANGE: 'CHX',CLEARED,259165974,6474684,China Construction Bank,5352895.80,3.09,3.09,11.87,2019-07-20,ETC,151.0576,SELL,SEMI ANNUAL,HOLD,USD,DIRECT,1f4faf35ef47940,18da0c3eb8fa868,1
1c5f46635b87124,35a4ebbf,1ee331c47fc43d8,TIPS,6914695,2018-09-22,41.9973,357205,15001645.55,REJECTED,CLEARING HOUSE,CBOE,VIX,2018-09-28 06:48:35.154,MARKET,GOVT,902,315,CUST_ID: '1ee331c47fc43d8' PRICE: '41.997300' LOAN_TYPE: 'TIPS' EXCHANGE: 'CBOE',REVIEW,344508150,8388830,China Construction Bank,8054174.11,10.40,10.40,12.96,2018-12-19,CALL,38.0609,BUY,SEMI ANNUAL,HOLD,JPY,PHYSICAL,1d1ed7aea333d24,1f2bb1d8b1e71a0,1
240665dc6e78410,35a4ebc0,24cc594aee28878,STATE,3760135,2018-07-21,33.9466,649895,22061725.61,BOOKED,CUSTODIAN,PHLX,NASDAQ COMP,2018-09-29 06:57:52.426,STOP,BUY SIDE,341,687,CUST_ID: '24cc594aee28878' PRICE: '33.946600' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',CLEARED,563736623,9610278,HSBC,1813920.94,5.37,5.37,9.94,2019-07-07,OTC,36.7171,SUSPEND,MONTHLY,REJECTED,AUD,ELECTRONIC,16ace68669aa9b0,2240e299c4b8d20,1
1f8db338ca72708,35a4ebc1,200dc7711a049a0,STATE,3760135,2018-07-21,183.5662,769816,141312197.82,BOOKED,BANK,NYSE,NASDAQ COMP,2018-09-26 10:38:02.317,BUY STOP,THIRD PARTY,464,931,CUST_ID: '200dc7711a049a0' PRICE: '183.566200' LOAN_TYPE: 'STATE' EXCHANGE: 'NYSE',CLEARED,241769789,7628180,Morgan Stanley,9680759.42,2.50,2.50,4.71,2018-12-20,PUT,179.6107,BUY,DAILY,REJECTED,AUD,ELECTRONIC,2a8cac9d5cf4d00,27daf9c4e7a23a0,1
28e548babffc9b0,35a4ebc2,1c85ef44b6ec880,STATE,3760135,2018-07-21,76.1066,168676,12837356.86,CANCELLED,CLEARING HOUSE,PHLX,NASDAQ COMP,2018-09-25 09:10:58.472,BUY LIMIT,BUY SIDE,261,389,CUST_ID: '1c85ef44b6ec880' PRICE: '76.106600' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',INITIATED,476660754,9107642,Bradesco,6558387.77,5.73,5.73,2.85,2021-04-20,CALL,83.2776,BUY,QUARTERLY,REJECTED,CNY,THIRD PARTY,1d2b2fd97c1b494,263bea0025767f0,1
24fac0684c2c5e0,35a4ebc3,1cd73157b11d394,STATE,3760135,2018-07-21,176.3652,334711,59031372.46,IN PROCESS,CLEARING HOUSE,CHX,NASDAQ COMP,2018-09-27 06:48:46.363,SELL LIMIT,BUY SIDE,53,862,CUST_ID: '1cd73157b11d394' PRICE: '176.365200' LOAN_TYPE: 'STATE' EXCHANGE: 'CHX',SUBMITTED,753215076,3578918,China Construction Bank,2914522.71,11.65,11.65,8.36,2018-10-05,PUT,180.2766,HOLD,DAILY,REJECTED,CAD,DIRECT,1ecbe90ae474978,231e8286c854850,1
28e548babffc9b0,35a4ebc4,1c85ef44b6ec880,STATE,3760135,2018-07-21,45.4518,273826,12445884.59,CANCELLED,CLEARING HOUSE,PHLX,VIX,2018-09-27 04:02:24.785,STOP,THIRD PARTY,659,519,CUST_ID: '1c85ef44b6ec880' PRICE: '45.451800' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',INITIATED,532393671,4617190,TD,851582.99,6.80,6.80,9.27,2021-01-15,OTC,41.5150,SELL,ANNUAL,REJECTED,GBP,DIRECT,25f605e9bee4d30,1b126f9f8be59fc,1
200a52cfd7caef8,35a4ebc5,1a64c02e4bec2d4,LOAN_DAILY_BAL,7577048,2018-07-24,112.7433,2196924,247688537.33,IN PROCESS,CLEARING HOUSE,CHX,STOXX EUROPE,2018-09-24 01:40:21.207,SELL LIMIT,GOVT,438,926,CUST_ID: '1a64c02e4bec2d4' PRICE: '112.743334' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'CHX',SUBMITTED,285882434,5851762,Deutsche Bank,2307470.65,4.51,4.51,8.79,2018-11-28,OTC,190.9376,BUY,QUARTERLY,DONE,USD,DIRECT,29206ae935a9b20,23ab4e4334408e8,1
18de661b7c42282,35a4ebcc,18955e6a2e19dc2,FEDERAL,7947059,2018-07-06,125.6474,360319,45273145.52,REJECTED,STATE,ISE,DOW JONES TRANSPORT,2018-09-26 01:09:16.460,SELL LIMIT,SELL SIDE,605,240,CUST_ID: '18955e6a2e19dc2' PRICE: '125.647400' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'ISE',REVIEW,736633481,3351530,Bank of America,1840513.85,12.73,12.73,4.99,2019-03-22,CALL,120.1820,SELL,QUARTERLY,HOLD,EUR,DIRECT,1aec83ca663e6f0,170d63b24b1f7e5,1
1e8341ca118fae0,35a4ebcd,18e4ca0f151ba16,FEDERAL,7947059,2018-07-06,14.9582,969681,14504682.33,DEFERRED,FEDERAL,CME,VIX,2018-09-26 12:35:45.982,SELL STOP,BUY SIDE,233,563,CUST_ID: '18e4ca0f151ba16' PRICE: '14.958200' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CME',CLEARED,789644082,5986291,Morgan Stanley,7958539.01,3.49,3.49,11.99,2018-12-27,CALL,16.5085,SUSPEND,QUARTERLY,REJECTED,AUD,THIRD PARTY,1879e52c41e9564,196ec7d12871f76,1
29e921945af1700,35a4ebce,23d64b32434a670,FEDERAL,7947059,2018-07-06,97.6962,382788,37396933.01,DEFERRED,CLEARING HOUSE,NASDAQ,DOW GLOBAL,2018-09-28 04:00:11.540,BUY STOP,INST,403,317,CUST_ID: '23d64b32434a670' PRICE: '97.696200' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'NASDAQ',CLEARED,223347346,2582129,TD,600166.20,5.26,5.26,3.70,2021-03-20,CALL,103.0751,SELL,ANNUAL,HOLD,MXN,DIRECT,1b0211220211fa0,18926e7f751916a,1
1bac5922a37c768,35a4ebcf,2c2c36bcc151dd0,LOAN_DAILY_BAL,8612996,2018-07-14,56.7348,1712788,97174760.86,BOOKED,BROKER,AMEX,VIX,2018-09-27 10:51:03.624,BUY STOP,INST,753,382,CUST_ID: '2c2c36bcc151dd0' PRICE: '56.734845' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'AMEX',CLEARED,821010425,3452992,Wells Fargo,1992113.35,6.57,6.57,2.53,2020-04-26,PUT,126.8328,BUY,DAILY,HOLD,CNY,THIRD PARTY,27aeafad147b370,24bf39e23b4d4e0,1
2b6b132cdf2c090,35a4ebd5,187ab48573c5928,TIPS,5269744,2018-07-13,157.6048,602548,94964457.03,EXECUTED,FEDERAL,AMEX,RUSSEL MIDCAP,2018-09-24 03:27:11.711,MARKET,THIRD PARTY,859,184,CUST_ID: '187ab48573c5928' PRICE: '157.604800' LOAN_TYPE: 'TIPS' EXCHANGE: 'AMEX',CLEARED,779120922,7842295,Bradesco,913839.31,8.44,8.44,8.31,2020-01-07,ETC,167.0571,BUY,WEEKLY,CANCELLED,CHF,ELECTRONIC,190195bfbf5aba8,25aa8c570c5f5c0,1
29ea5493f1d5cb0,35a4ebd6,2bbaa2938fe6e20,TIPS,5269744,2018-07-13,101.5131,542757,55096945.62,DEFERRED,CUSTODIAN,CHX,STOXX EUROPE,2018-09-26 01:29:47.903,STOP,GOVT,90,991,CUST_ID: '2bbaa2938fe6e20' PRICE: '101.513100' LOAN_TYPE: 'TIPS' EXCHANGE: 'CHX',INITIATED,687244086,99463,Agricultural Bank of China,2095740.00,12.23,12.23,8.77,2019-02-13,PUT,93.6640,BUY,DAILY,CANCELLED,CAD,ELECTRONIC,26a0f6a6577f570,1b8d8c3c71055d4,1
2521013c6a0ffc0,35a4ebd7,21ae964b5e1dcc0,TIPS,5269744,2018-07-13,82.8926,140108,11613916.40,DEFERRED,STATE,CHX,VIX,2018-09-27 03:59:57.132,SELL LIMIT,GOVT,504,289,CUST_ID: '21ae964b5e1dcc0' PRICE: '82.892600' LOAN_TYPE: 'TIPS' EXCHANGE: 'CHX',SUBMITTED,830280899,8207122,RBC,3737863.09,12.31,12.31,11.89,2019-01-17,CALL,82.4727,SELL,WEEKLY,DONE,SEK,PHYSICAL,1734bfe0cb477c3,210789cd08f9a30,1
267665593d63470,35a4ebd8,2b91d7f5cbbe7a0,LOAN_DAILY_BAL,6466832,2018-07-17,125.7769,1285413,161675319.05,EXECUTED,BROKER,NSX,DOW JONES TRANSPORT,2018-09-25 08:52:00.036,SELL LIMIT,BUY SIDE,500,657,CUST_ID: '2b91d7f5cbbe7a0' PRICE: '125.776944' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NSX',INITIATED,657035730,7619571,JP Morgan,493114.22,8.61,8.61,8.97,2020-05-04,OTC,38.5960,BUY,SEMI ANNUAL,HOLD,USD,PHYSICAL,1fca1e38cd69070,288f77c21d85dd0,1
227ce38afa19d30,35a4ebd9,2075d1b2205a078,TIPS,6612880,2018-08-26,25.3968,774213,19662532.72,DEFERRED,FEDERAL,NSX,RUSSEL MIDCAP,2018-09-28 11:35:10.276,SELL STOP,GOVT,988,145,CUST_ID: '2075d1b2205a078' PRICE: '25.396800' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',SUBMITTED,465107481,5704687,BNP Paribas,1642170.43,3.93,3.93,6.12,2020-02-17,PUT,22.8066,SUSPEND,SEMI ANNUAL,REJECTED,CAD,THIRD PARTY,2427550ed765b18,245977332326390,1
2b462022525d0b0,35a4ebda,2578ba20d829ea8,TIPS,6612880,2018-08-26,5.8207,424542,2471131.62,CANCELLED,CLEARING HOUSE,NSX,SP500,2018-09-27 09:17:56.801,BUY LIMIT,GOVT,885,848,CUST_ID: '2578ba20d829ea8' PRICE: '5.820700' LOAN_TYPE: 'TIPS' EXCHANGE: 'NSX',INITIATED,705461088,2735213,Bank of America,7648977.95,12.84,12.84,6.07,2018-11-13,PUT,5.3754,BUY,DAILY,DONE,EUR,THIRD PARTY,17bdb79869e6ad8,20597aa0cc6e250,1
2b8b87679eb4ec0,35a4ebdb,1e891ae1f2e56d0,LOAN_DAILY_BAL,5084135,2018-06-30,18.4639,1198755,22133664.34,CANCELLED,CLEARING HOUSE,NSX,DOW JONES TRANSPORT,2018-09-27 03:44:28.624,SELL LIMIT,BUY SIDE,177,666,CUST_ID: '1e891ae1f2e56d0' PRICE: '18.463877' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NSX',CLEARED,232936857,6860893,RBC,3348750.86,3.09,3.09,2.42,2020-06-03,ETC,146.8355,SELL,SEMI ANNUAL,CANCELLED,JPY,PHYSICAL,2aa3cd81d1e3330,1b18b117ceb7568,1
264429be57397d0,35a4ebdc,289210a9ee456c0,CD,6939790,2018-08-09,51.5309,162265,8361661.49,BOOKED,CUSTODIAN,ISE,SP500,2018-09-23 05:14:13.737,BUY STOP,BUY SIDE,566,583,CUST_ID: '289210a9ee456c0' PRICE: '51.530900' LOAN_TYPE: 'CD' EXCHANGE: 'ISE',CLEARED,103743466,6166549,JP Morgan,7381156.97,7.62,7.62,5.20,2020-04-08,ETC,49.3320,BUY,MONTHLY,HOLD,CHF,ELECTRONIC,1fe7817de5d6900,1d70e824b7b32c8,1
